acousticness,danceability,duration,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,label
0.938,0.485,221000,0.174,6.88e-6,2,0.0991,-10.581,1,0.034,102.431,4,0.268,1
0.721,0.562,271573,0.439,0.0,3,0.352,-9.969,1,0.401,155.337,4,0.588,1
0.0194,0.719,242960,0.897,8.94e-5,6,0.0675,-3.823,1,0.0415,99.687,4,0.837,0
0.14,0.734,166500,0.632,0.0,8,0.0619,-5.789,1,0.0317,102.052,4,0.562,0
0.839,0.342,335667,0.243,0.894,8,0.108,-20.631,1,0.0327,143.985,4,0.253,1
0.335,0.523,272133,0.633,1.31e-5,2,0.103,-7.408,1,0.0324,123.631,4,0.245,1
0.941,0.31,156893,0.0276,0.204,0,0.163,-28.55,0,0.0483,171.437,3,0.247,1
0.99,0.189,362354,0.0343,0.926,9,0.0957,-27.421,0,0.0414,100.968,4,0.0416,1
0.0838,0.911,172954,0.6,0.000113,6,0.338,-8.049,0,0.289,96.01,4,0.249,0
0.094,0.756,182413,0.905,0.0,0,0.183,-2.482,1,0.0424,112.044,4,0.679,0
0.424,0.723,198067,0.679,5.6e-5,2,0.317,-7.517,1,0.0357,126.028,4,0.71,1
0.000986,0.578,188013,0.825,0.0,1,0.176,-6.107,1,0.322,130.089,4,0.283,0
0.347,0.616,294147,0.573,1.38e-6,0,0.104,-7.133,1,0.0393,163.987,4,0.26,1
0.209,0.475,213002,0.469,0.0,7,0.329,-10.42,1,0.0328,81.687,4,0.641,1
0.103,0.696,226326,0.491,1.89e-6,3,0.131,-10.062,0,0.106,122.095,4,0.408,0
0.00196,0.664,339667,0.81,1.62e-6,5,0.0559,-4.295,0,0.0983,164.052,4,0.162,0
0.912,0.787,187933,0.256,0.0,7,0.164,-11.895,1,0.371,121.014,4,0.851,0
0.832,0.296,186794,0.185,1.24e-5,0,0.111,-12.429,1,0.0328,86.294,4,0.216,1
0.952,0.21,411520,0.0381,0.00973,9,0.0787,-25.335,1,0.0475,84.434,4,0.0546,1
0.0117,0.83,204879,0.768,0.00017,11,0.0743,-5.564,0,0.264,125.972,4,0.631,0
0.624,0.606,183389,0.645,0.0,6,0.106,-5.725,1,0.0581,100.703,4,0.465,0
0.00446,0.689,221612,0.892,0.00932,4,0.435,-3.95,0,0.246,110.09,4,0.77,0
0.0659,0.456,240333,0.873,0.0,2,0.162,-5.417,1,0.287,172.074,4,0.46,0
0.0318,0.981,202400,0.569,0.000535,7,0.088,-6.025,1,0.0652,124.989,4,0.539,0
0.434,0.468,133773,0.514,0.0,9,0.3,-8.377,1,0.0452,162.078,4,0.552,1
0.176,0.808,238440,0.717,0.0,0,0.168,-3.772,1,0.215,96.881,4,0.668,0
0.0831,0.884,194936,0.541,0.0,11,0.118,-5.608,1,0.221,105.009,4,0.274,0
0.163,0.833,149520,0.539,2.1e-6,11,0.101,-7.399,0,0.178,99.947,4,0.385,0
0.893,0.25,211733,0.144,0.0,7,0.296,-12.935,1,0.041,175.22,3,0.243,1
0.00587,0.825,220627,0.832,0.000789,5,0.114,-5.853,0,0.0403,122.021,4,0.713,1
0.86,0.268,174013,0.158,1.02e-5,4,0.0873,-16.031,1,0.0381,175.85,4,0.39,1
0.0884,0.632,347707,0.437,0.000623,2,0.0623,-15.56,1,0.0315,131.188,4,0.756,1
0.11,0.671,191600,0.314,0.0,5,0.0825,-8.091,0,0.244,110.898,4,0.296,0
0.178,0.597,196245,0.695,0.0,10,0.531,-3.46,0,0.226,79.994,4,0.544,0
0.213,0.798,244240,0.659,0.00161,9,0.0664,-12.645,1,0.0389,134.073,4,0.962,1
0.602,0.575,239720,0.373,1.06e-6,5,0.0955,-9.466,1,0.0237,100.018,4,0.435,1
0.19,0.477,350827,0.773,1.01e-5,2,0.265,-6.639,1,0.0267,85.189,4,0.566,1
0.57,0.665,230867,0.446,0.000669,1,0.082,-11.884,1,0.0439,141.94,4,0.172,1
0.802,0.657,132000,0.56,0.00079,4,0.216,-7.934,1,0.376,118.211,4,0.18,0
0.846,0.47,233720,0.265,0.00162,5,0.144,-15.878,1,0.0396,137.398,4,0.357,1
0.977,0.35,261107,0.0652,0.252,3,0.219,-22.807,1,0.0431,144.171,1,0.144,1
0.0749,0.686,240080,0.567,1.23e-6,9,0.611,-10.993,1,0.0278,103.976,4,0.643,1
0.279,0.613,172440,0.848,0.0,8,0.0762,-6.972,1,0.0357,132.049,4,0.729,0
0.00784,0.791,173987,0.619,0.00423,1,0.351,-5.886,1,0.0532,103.989,4,0.371,0
0.0743,0.687,288670,0.865,0.225,6,0.0966,-4.663,1,0.0349,117.015,4,0.261,1
0.448,0.543,181240,0.597,0.0,0,0.28,-4.941,0,0.0291,83.01,4,0.452,1
0.000226,0.556,219360,0.839,3.18e-6,2,0.11,-3.668,1,0.0361,117.954,4,0.241,1
0.0019,0.457,215510,0.899,0.0,10,0.831,-2.591,0,0.132,147.268,4,0.298,0
0.0993,0.664,215560,0.841,0.0,5,0.122,-6.939,0,0.162,119.978,4,0.881,0
0.00587,0.825,220627,0.832,0.000789,5,0.114,-5.853,0,0.0403,122.021,4,0.713,1
0.0512,0.743,237160,0.671,0.0,9,0.116,-5.241,1,0.122,163.229,4,0.499,0
2.74e-6,0.107,277012,0.979,0.93,1,0.475,-5.031,1,0.124,91.066,4,0.0571,0
0.0311,0.885,195992,0.543,0.0,2,0.154,-6.338,1,0.2,99.026,4,0.43,0
0.48,0.445,230893,0.499,0.0,2,0.164,-7.965,1,0.0307,140.071,4,0.247,1
0.461,0.585,185373,0.738,2.51e-5,2,0.274,-5.727,0,0.0271,107.947,4,0.592,1
0.397,0.736,229383,0.745,0.0,9,0.211,-4.819,0,0.206,59.896,4,0.784,0
0.293,0.635,227813,0.837,0.0,1,0.429,-5.778,0,0.213,95.029,4,0.765,0
0.669,0.646,283423,0.916,4.18e-5,9,0.0987,-4.115,0,0.206,180.068,3,0.463,0
0.00225,0.666,271209,0.917,2.5e-5,0,0.302,-5.791,1,0.0791,122.035,4,0.592,1
0.0125,0.654,210938,0.822,1.74e-6,11,0.134,-4.556,0,0.0396,127.94,4,0.478,0
0.0359,0.761,219120,0.639,0.0,5,0.0945,-7.577,0,0.0539,164.088,4,0.922,0
0.121,0.7,190302,0.872,7.08e-6,10,0.103,-5.896,1,0.0666,125.03,4,0.761,1
0.000123,0.698,222857,0.972,0.599,11,0.102,-2.597,1,0.0445,139.943,4,0.036,0
0.267,0.703,220280,0.911,0.056,5,0.17,-6.015,1,0.0275,127.974,4,0.949,1
0.197,0.857,208720,0.441,0.00123,0,0.108,-6.649,1,0.0452,91.977,4,0.625,0
0.29,0.364,337413,0.457,0.000106,4,0.922,-14.162,0,0.0675,163.219,4,0.175,1
0.0478,0.878,199753,0.588,0.0,11,0.0724,-7.353,0,0.196,114.984,4,0.475,1
0.994,0.351,124760,0.137,0.0646,10,0.171,-29.601,1,0.0693,78.375,4,0.543,1
0.0276,0.504,226387,0.647,0.0,7,0.152,-5.871,1,0.0359,139.883,4,0.244,1
0.383,0.255,218507,0.0734,0.0001,9,0.2,-17.988,0,0.0333,92.884,4,0.136,1
0.531,0.719,115139,0.84,0.0,1,0.637,-8.179,1,0.119,129.914,4,0.827,1
0.0023,0.978,254467,0.787,4.6e-6,2,0.102,-2.79,1,0.0394,116.006,4,0.597,0
0.0876,0.77,221749,0.83,2.32e-6,0,0.0566,-3.975,0,0.307,140.071,4,0.506,0
0.194,0.779,161322,0.666,0.000556,5,0.0576,-7.361,1,0.0482,123.024,4,0.507,0
0.107,0.703,213708,0.867,0.0,6,0.119,-4.292,1,0.0453,128.008,4,0.546,1
0.457,0.689,205667,0.815,0.0,9,0.115,-3.76,1,0.0297,112.987,4,0.753,0
0.514,0.727,203733,0.323,0.00556,10,0.0593,-14.334,1,0.0368,86.019,4,0.641,0
0.00311,0.828,131877,0.642,4.84e-5,0,0.295,-7.858,1,0.0935,144.946,4,0.8,1
0.938,0.407,387827,0.356,0.882,8,0.147,-16.535,1,0.0406,82.209,4,0.311,1
0.927,0.351,62622,0.289,0.918,2,0.106,-19.265,0,0.0371,74.818,4,0.0375,1
0.124,0.863,236293,0.576,0.0,5,0.143,-5.687,0,0.239,132.054,4,0.832,0
0.325,0.467,243720,0.678,2.31e-5,4,0.101,-6.729,0,0.0397,149.22,3,0.156,1
0.632,0.496,233213,0.544,0.0,9,0.123,-10.322,1,0.0392,134.916,3,0.432,1
0.0261,0.748,292613,0.499,0.00627,10,0.202,-9.653,1,0.0407,119.528,4,0.568,1
0.491,0.608,143213,0.473,0.0,7,0.778,-12.044,1,0.369,114.132,3,0.503,0
0.884,0.424,316880,0.371,0.784,5,0.106,-10.313,1,0.0611,81.528,4,0.419,1
0.874,0.614,272707,0.297,0.0,0,0.326,-10.717,1,0.104,145.268,4,0.81,1
0.992,0.594,244480,0.0305,0.947,4,0.0932,-25.777,0,0.041,71.226,3,0.214,1
0.0866,0.778,175248,0.82,0.0399,9,0.099,-4.735,1,0.217,102.006,4,0.461,0
0.000402,0.364,305840,0.841,0.0,8,0.242,-4.831,1,0.119,100.14,5,0.0837,0
0.0164,0.764,140952,0.995,0.0567,7,0.583,-3.225,1,0.0868,126.046,4,0.438,0
0.608,0.828,228693,0.523,2.55e-5,1,0.108,-13.174,0,0.0417,121.58,4,0.778,1
0.491,0.644,217707,0.346,0.151,2,0.324,-16.599,1,0.0407,112.49,4,0.711,1
0.357,0.755,174827,0.876,5.17e-6,0,0.22,-8.867,1,0.0362,102.762,4,0.954,1
0.862,0.49,189507,0.193,9.74e-6,11,0.113,-9.544,1,0.0421,89.154,4,0.184,1
0.0781,0.577,184320,0.845,0.0,2,0.114,-3.003,1,0.0521,137.992,4,0.458,0
0.000107,0.766,181573,0.442,6.12e-5,1,0.111,-8.558,1,0.356,201.8,4,0.39,0
0.816,0.408,165687,0.304,0.0,5,0.0831,-11.164,1,0.0411,109.169,4,0.0935,1
0.059,0.597,56331,0.818,0.0,8,0.0905,-4.91,1,0.0812,156.922,4,0.758,0
0.0144,0.507,213338,0.665,0.0,0,0.0759,-7.598,1,0.0474,126.879,4,0.4,1
0.0601,0.809,349080,0.399,0.003,0,0.0531,-14.58,0,0.0349,108.078,4,0.722,1
0.0185,0.703,207408,0.851,0.000244,7,0.102,-6.813,1,0.353,203.988,4,0.879,0
0.201,0.542,204653,0.599,0.0,9,0.0486,-6.281,0,0.0276,117.993,4,0.394,0
0.0144,0.818,204957,0.769,0.000122,11,0.0767,-5.761,0,0.271,125.944,4,0.622,0
0.881,0.276,259307,0.0652,0.0,9,0.102,-12.904,1,0.036,55.747,4,0.0987,1
0.00583,0.533,209613,0.753,0.00556,0,0.103,-5.599,1,0.0361,137.959,4,0.328,1
0.0624,0.531,122025,0.767,5.7e-5,8,0.164,-4.774,1,0.0581,148.022,4,0.837,1
0.171,0.624,215787,0.68,9.09e-6,10,0.0803,-8.143,1,0.156,107.358,4,0.612,1
0.135,0.786,219333,0.868,0.0,1,0.218,-5.503,1,0.3,140.024,4,0.771,0
0.00213,0.733,293543,0.543,0.000169,1,0.0703,-10.002,1,0.0445,106.019,4,0.118,0
0.393,0.538,266680,0.718,0.0,0,0.636,-8.157,1,0.052,152.039,4,0.787,1
6.64e-5,0.34,233693,0.973,0.813,1,0.319,-3.599,0,0.248,114.078,4,0.165,0
0.116,0.772,249133,0.805,0.000349,5,0.0759,-8.363,0,0.0848,122.95,4,0.657,1
0.994,0.615,87573,0.21,0.91,9,0.113,-19.798,0,0.0534,86.106,4,0.827,1
3.11e-5,0.444,202307,0.995,2.03e-6,7,0.19,-2.097,1,0.171,79.999,5,0.285,0
0.921,0.513,268587,0.45,0.86,9,0.313,-11.219,0,0.0296,142.399,4,0.261,1
0.311,0.52,223200,0.84,0.879,2,0.0698,-9.143,1,0.0287,164.982,4,0.603,1
0.142,0.768,247040,0.768,0.0,0,0.0664,-6.699,1,0.253,136.943,4,0.465,0
0.00484,0.419,165013,0.615,7.03e-6,2,0.13,-8.56,1,0.197,144.937,4,0.38,0
0.441,0.737,111422,0.516,3.47e-5,2,0.122,-8.023,1,0.0411,117.027,4,0.532,1
0.15,0.746,214907,0.848,2.18e-6,2,0.37,-4.638,1,0.0331,138.047,4,0.756,1
0.491,0.655,237013,0.405,0.000411,7,0.0664,-15.219,1,0.036,82.218,4,0.841,1
0.821,0.541,211426,0.193,0.0,0,0.0999,-11.957,1,0.0433,117.47,3,0.533,1
0.112,0.561,226400,0.702,0.000384,0,0.384,-5.922,1,0.0313,124.943,4,0.64,1
0.276,0.568,210053,0.654,8.12e-6,8,0.321,-7.603,1,0.567,76.987,4,0.322,0
0.000199,0.603,337228,0.754,0.862,7,0.874,-10.345,1,0.0378,123.029,4,0.0374,1
0.768,0.576,168987,0.376,3.03e-5,10,0.0986,-13.825,1,0.139,112.091,3,0.513,1
0.284,0.692,211013,0.886,0.0,1,0.341,-2.519,1,0.0519,100.03,4,0.879,0
0.808,0.426,161173,0.619,0.0,9,0.11,-6.751,1,0.0768,148.188,4,0.362,1
0.0689,0.727,184960,0.932,6.02e-6,8,0.153,-5.117,0,0.0452,92.016,4,0.896,0
0.741,0.739,249920,0.249,0.728,0,0.122,-10.648,0,0.0478,130.818,4,0.474,1
0.714,0.332,182640,0.527,0.0,2,0.249,-6.788,0,0.0452,77.312,4,0.367,1
0.733,0.704,81760,0.745,0.0,1,0.261,-5.643,0,0.142,133.971,3,0.654,1
0.000961,0.685,250053,0.893,0.000379,1,0.324,-3.586,1,0.0646,131.006,4,0.438,1
0.984,0.274,320293,0.0591,0.665,5,0.156,-22.027,0,0.0484,89.426,4,0.0765,1
0.00446,0.731,179467,0.95,3.64e-5,2,0.362,-2.705,1,0.0516,135.081,4,0.249,0
0.775,0.499,223947,0.74,0.883,2,0.0812,-9.633,1,0.029,165.002,4,0.531,1
0.00422,0.792,202963,0.454,0.0,9,0.285,-6.753,1,0.458,161.993,4,0.674,0
0.0385,0.297,170107,0.613,3.98e-5,9,0.0734,-9.065,1,0.0931,170.962,4,0.338,1
0.0141,0.602,234333,0.81,7.66e-6,7,0.324,-4.653,1,0.286,156.325,4,0.275,0
0.00419,0.588,209973,0.909,0.00129,1,0.243,-4.113,1,0.0704,159.019,4,0.743,0
0.887,0.389,214067,0.13,0.326,2,0.086,-22.814,1,0.0367,83.679,4,0.529,1
0.0435,0.652,220571,0.75,0.0,10,0.188,-5.589,1,0.0339,94.515,4,0.465,1
0.506,0.632,191138,0.453,0.0,7,0.118,-6.887,1,0.0322,97.108,3,0.239,1
0.877,0.697,207893,0.0933,0.0,2,0.113,-14.287,1,0.0447,118.818,4,0.213,1
0.696,0.821,106684,0.607,0.0,7,0.14,-6.035,1,0.136,97.976,4,0.924,1
0.878,0.135,483667,0.00925,0.788,0,0.0604,-28.841,1,0.0405,69.321,3,0.0388,1
0.353,0.685,48093,0.481,0.0,2,0.304,-10.013,1,0.228,116.888,4,0.893,0
0.155,0.618,210453,0.723,1.6e-5,6,0.302,-6.283,0,0.0354,86.809,4,0.734,1
0.704,0.502,259733,0.535,5.09e-5,2,0.488,-7.896,1,0.0243,98.278,4,0.429,1
0.805,0.422,187933,0.165,0.00613,5,0.271,-20.931,1,0.0385,144.367,3,0.643,1
0.0743,0.596,223469,0.905,0.00168,8,0.129,-3.438,0,0.0515,144.981,4,0.692,0
0.194,0.769,201200,0.764,0.0,11,0.136,-3.522,0,0.175,89.991,4,0.592,0
0.737,0.414,296705,0.49,0.0,0,0.0577,-7.679,1,0.0365,159.722,3,0.423,1
0.288,0.693,66481,0.199,0.0,0,0.133,-10.563,1,0.0634,113.0,4,0.29,1
0.885,0.366,352000,0.139,0.913,7,0.0725,-19.978,1,0.039,139.478,4,0.31,1
0.0592,0.211,209760,0.31,0.94,7,0.106,-14.518,1,0.0297,71.777,4,0.475,0
0.296,0.481,243893,0.673,0.0,11,0.134,-8.379,0,0.315,142.702,4,0.423,1
0.713,0.775,168240,0.455,0.0,0,0.0832,-8.717,1,0.0385,130.337,4,0.596,1
0.27,0.573,207067,0.551,0.000194,9,0.0854,-9.088,1,0.0259,88.485,4,0.427,1
0.000878,0.816,357955,0.805,0.131,7,0.077,-6.155,1,0.0936,109.996,4,0.61,0
0.00126,0.83,180510,0.868,0.11,2,0.124,-4.223,1,0.159,149.95,4,0.702,0
0.0341,0.554,210000,0.909,0.00235,9,0.189,-3.041,1,0.244,79.616,4,0.917,0
0.823,0.33,321347,0.187,1.1e-5,0,0.0749,-14.114,0,0.0339,80.298,4,0.194,1
0.99,0.401,283213,0.14,0.929,0,0.078,-22.696,1,0.0338,130.037,4,0.326,1
0.0229,0.942,264027,0.539,0.000276,4,0.0887,-10.442,0,0.0866,125.035,4,0.727,1
0.0016,0.638,181880,0.679,0.00655,4,0.121,-5.278,1,0.0425,81.045,4,0.596,0
0.0507,0.747,203853,0.745,1.9e-6,9,0.151,-3.335,1,0.146,180.123,4,0.805,0
0.639,0.686,212293,0.372,0.0,3,0.132,-11.961,1,0.0358,122.953,4,0.307,1
0.673,0.712,165732,0.361,0.0,1,0.11,-7.198,1,0.0775,117.381,4,0.434,1
0.302,0.7,311547,0.887,0.000803,9,0.16,-4.702,1,0.0399,105.647,4,0.861,1
0.813,0.555,247680,0.477,0.673,3,0.116,-9.919,1,0.0295,138.231,4,0.373,1
0.0193,0.52,296880,0.768,0.00034,8,0.104,-3.489,0,0.359,79.178,4,0.398,0
0.609,0.475,182747,0.579,0.0,5,0.0756,-4.096,1,0.0334,178.151,4,0.466,1
0.0126,0.676,265240,0.822,5.78e-5,6,0.583,-7.668,0,0.0844,94.301,4,0.668,0
0.196,0.587,284359,0.677,2.13e-6,8,0.316,-5.915,1,0.0721,107.003,4,0.279,0
0.0121,0.736,211023,0.773,0.00531,1,0.333,-5.092,1,0.0433,103.026,4,0.264,1
0.987,0.464,618400,0.139,0.908,2,0.0696,-20.21,1,0.0393,134.537,4,0.372,1
0.031,0.698,145400,0.945,0.00223,9,0.255,-4.803,1,0.367,160.017,4,0.588,0
0.00559,0.636,217600,0.904,0.0,2,0.155,-2.411,1,0.335,150.023,4,0.466,0
0.633,0.601,132977,0.302,0.0,4,0.108,-12.504,1,0.0283,139.93,4,0.355,1
0.201,0.648,166840,0.475,0.0,6,0.127,-7.301,1,0.118,143.599,4,0.267,1
0.019,0.429,184753,0.76,0.0,7,0.102,-5.434,1,0.327,78.26,4,0.541,0
0.00116,0.601,148125,0.99,0.52,6,0.124,-3.016,1,0.337,127.958,4,0.192,0
0.905,0.579,101148,0.221,1.21e-6,0,0.102,-9.664,1,0.0478,118.871,3,0.221,1
0.379,0.503,233560,0.618,0.0,7,0.114,-6.06,0,0.0299,81.907,4,0.232,1
0.102,0.803,216575,0.631,7.39e-6,8,0.0858,-4.213,1,0.0444,104.999,4,0.659,0
0.202,0.755,216450,0.577,0.0,3,0.234,-7.549,1,0.157,100.034,4,0.451,0
0.162,0.71,309173,0.784,0.000623,0,0.194,-6.865,1,0.0416,126.656,4,0.901,1
0.195,0.887,231733,0.682,0.0503,4,0.0623,-7.795,1,0.0436,115.7,4,0.962,1
0.125,0.48,110075,0.56,0.0,1,0.136,-7.868,1,0.351,204.162,4,0.571,1
0.124,0.519,242227,0.495,0.00626,6,0.183,-11.002,0,0.101,95.078,4,0.262,1
0.000175,0.374,333827,0.943,0.000156,6,0.125,-4.108,0,0.0556,112.084,4,0.338,0
0.00197,0.487,213000,0.867,0.00602,10,0.0968,-3.293,0,0.0543,160.048,4,0.403,0
0.916,0.605,125867,0.314,0.0,0,0.359,-7.631,1,0.0327,138.148,4,0.836,1
0.168,0.7,249493,0.823,2.81e-5,3,0.122,-6.892,1,0.0373,144.06,4,0.745,1
0.0155,0.477,276720,0.776,0.00314,1,0.203,-5.056,1,0.0349,131.004,4,0.429,1
